Fuel_Type_Code,Station_Name,Street_Address,City,State,ZIP,Station_Phone,EV_Network,ID,Open_Date,EV_Connector_Types,Access_Code
ELEC,Safeway 516 1st Ave West,516 1st Ave W,Seattle,WA,98119,888-264-2208,Volta,151877,2019-11-01,J1772,public
ELEC,TA Petro - Tesla Supercharger,10506 West Aero Road,Spokane,WA,99224,877-798-3752,Tesla,151949,2019-12-19,TESLA,public
ELEC,Emerson Apartments,11010 NE 124th Lane,Kirkland,WA,98034,888-998-2546,Blink Network,152095,2020-01-04,J1772,public
ELEC,Woodside East Apartments,16240 NE 13th Place,Bellevue,WA,98008,888-998-2546,Blink Network,152261,2020-01-08,J1772,public
ELEC,Bellepark East Apartments,16242 NE 13th Place,Bellevue,WA,98008,888-998-2546,Blink Network,152262,2020-01-08,J1772,public
ELEC,Riverstone Apartment Homes,27314 24th Ave S.,Federal Way,WA,98003,888-998-2546,Blink Network,152263,2020-01-08,J1772,public
ELEC,Vantage Point,17901 105th Place SE,Renton,WA,98055,888-998-2546,Blink Network,152266,2020-01-08,J1772,public
ELEC,Birch Creek Apartments,27360 129th Place SE,Kent,WA,98030,888-998-2546,Blink Network,152268,2020-01-08,J1772,public
ELEC,VASHON TWAY THRIFTWAY #1,9740 SW Bank Rd,Vashon,WA,98070,888-758-4389,ChargePoint Network,152273,2020-01-08,J1772,public
ELEC,Highland Village Apartments,14526 NE 7th Place,Bellevue,WA,98007,888-998-2546,Blink Network,152374,2020-01-11,J1772,private
ELEC,Forks Community Hospital,390 Founders Way,Forks,WA,98331,800-663-5633,SemaCharge Network,152454,2020-01-16,J1772,public
ELEC,DC CORRIDOR SSC GEORGETOWN,6701 Corson Ave S,Seattle,WA,98108,888-758-4389,ChargePoint Network,152574,2020-01-22,CHADEMO J1772COMBO,public
ELEC,Lep Re Kon Harvest Foods - Tesla Supercharger,2709 West Broadway Avenue,Moses Lake,WA,98837,877-798-3752,Tesla,152629,2020-01-20,TESLA,public
ELEC,Westfield Southcenter Mall - Handicap Only,500 Southcenter Mall,Tukwila,WA,98188,888-264-2208,Volta,152712,2020-01-20,J1772,public
ELEC,Alderwood Mall - Macy?s,3000 184th St SW,Lynnwood,WA,98037,888-264-2208,Volta,152713,2020-01-20,J1772,public
ELEC,Alderwood Mall - PF Chang?s,3000 184th St SW,Lynnwood,WA,98037,888-264-2208,Volta,152714,2020-01-20,J1772,public
ELEC,Alderwood Mall - Nordstrom,3000 184th St SW,Lynnwood,WA,98037,888-264-2208,Volta,152715,2020-01-20,J1772,public
ELEC,Rosauers - Ridgefield,4601 Pioneer St,Ridgefield,WA,98642,888-264-2208,Volta,152745,2020-01-20,J1772,public
ELEC,Port of Seattle - Shilshole Bay Marina North Lot,7001 Seaview Ave  NW #100,Seattle,WA,98117,800-663-5633,SemaCharge Network,152996,2020-01-24,J1772,public
ELEC,EVERETT YMCA EVERETT YMCA #3,4730 Colby Ave,Everett,WA,98203,888-758-4389,ChargePoint Network,153061,2020-01-25,J1772,public
ELEC,DAY 1 NITRO1,2250 7th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,153146,2020-01-30,J1772,public
ELEC,FACEBOOK STATION 1,11601 Willows Rd,Redmond,WA,98052,888-758-4389,ChargePoint Network,153224,2020-02-01,J1772,public
ELEC,Birch Bay Square - Tesla Supercharger,8115 Birch Bay Square,Blaine,WA,98230,877-798-3752,Tesla,153456,2020-01-31,TESLA,public
ELEC,CAPITAL GATEWAY STATION 7,505 14th Ave SE,Olympia,WA,98501,888-758-4389,ChargePoint Network,153586,2020-02-11,J1772,public
ELEC,Electric Vehicle Infrastructure Transportation Alliance - Prosser,40 Merlot Dr,Prosser,WA,99350,888-758-4389,Greenlots,153614,2020-03-01,CHADEMO J1772 J1772COMBO,public
ELEC,Electric Vehicle Infrastructure Transportation Alliance - Richland,2700 Duportail St,Richland,WA,99352,888-758-4389,Non-Networked,153615,2020-03-01,CHADEMO J1772 J1772COMBO,public
ELEC,Electric Vehicle Infrastructure Transportation Alliance - Moses Lake,312 W 3rd Ave,Moses Lake,WA,98837,888-758-4389,Greenlots,153616,2020-03-01,CHADEMO J1772 J1772COMBO,public
ELEC,Walgreens #5950,4412 Rainier Ave,Seattle,WA,98118,888-264-2208,Volta,153805,2020-02-14,J1772,public
ELEC,Hampton Inn and Suites,1531 Kelly Place,Walla Walla,WA,99362,800-663-5633,SemaCharge Network,153928,2020-02-25,J1772,public
ELEC,BELLEVUE 110TH & 10TH,938 110th Ave NE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,154094,2020-02-27,J1772,public
ELEC,BELLEVUE X-ROADS PARK 2,16256 NE 8th St,Bellevue,WA,98008,888-758-4389,ChargePoint Network,154096,2020-02-27,J1772,public
ELEC,CPU EC 2,1200 Fort Vancouver Way Southside Public Park,Vancouver,WA,98663,888-758-4389,ChargePoint Network,154099,2020-02-27,J1772,public
ELEC,CPU OPS 2,8600 NE 117th Ave Customer Service Parking Lo,Vancouver,WA,98662,888-758-4389,ChargePoint Network,154100,2020-02-27,J1772,public
ELEC,HINSHAWSHONDA SHOP 01,2605 Auburn Way N,Auburn,WA,98002,888-758-4389,ChargePoint Network,154101,2020-02-27,J1772,public
ELEC,PORT OF OLYMPIA EAST,700 Capitol Way N,Olympia,WA,98501,888-758-4389,ChargePoint Network,154184,2020-02-29,J1772,public
ELEC,King County Housing Authority - Juanita Court,9926 NE 126th St,Kirkland,WA,98034,888-998-2546,Blink Network,154218,2020-03-03,J1772,public
ELEC,CAPITAL GATEWAY STATION 5,1 14th Ave SE,Olympia,WA,98501,888-758-4389,ChargePoint Network,154307,2020-03-05,J1772,public
ELEC,Magnuson Park,Sportsfield Dr NE,Seattle,WA,98115,855-900-7584,Greenlots,154419,2020-03-11,CHADEMO J1772COMBO,public
ELEC,531009 : Vancouver Police Department Headquarters,521 Southeast Chkalov Drive,Vancouver,WA,98683,800-663-5633,SemaCharge Network,154446,2020-03-13,J1772,public
ELEC,CPU EC 3 ADA,1200 Fort Vancouver Way Covered Walkway Parki,Vancouver,WA,98663,888-758-4389,ChargePoint Network,154485,2020-03-14,J1772,public
ELEC,Port of Seattle  Fishermen's Terminal  West Wall BLDG,4005 20th Avenue West,Seattle,WA,98199,800-663-5633,SemaCharge Network,154499,2020-03-17,J1772,public
ELEC,531608 : UW Tacoma C17 Garage,1717 Market Street,Tacoma,WA,98402,800-663-5633,SemaCharge Network,154500,2020-03-17,J1772,public
ELEC,City of Waitsburg,128 Coppei Avenue,Waitsburg,WA,99361,800-663-5633,SemaCharge Network,154594,2020-03-21,J1772,public
ELEC,Walgreens #1089,13503 SE Mill Plain Blvd,Vancouver,WA,98684,888-264-2208,Volta,154673,2020-03-13,J1772,public
ELEC,Pilot Travel Center - Tesla Supercharger,2430 93rd Avenue Southwest,Tumwater,WA,98512,877-798-3752,Tesla,154791,2020-03-27,TESLA,public
ELEC,Vancouver Mall - Tesla Supercharger,8700 NE Vancouver Mall Drive,Vancouver,WA,98662,877-798-3752,Tesla,154794,2020-03-27,TESLA,public
ELEC,BLDG 22 CHARGER WSH STATION 2,Sequoia St,Lakewood,WA,98498,888-758-4389,ChargePoint Network,155124,2020-04-01,J1772,public
ELEC,BLDG 22 CHARGER WSH STATION 1,9601 Steilacoom Blvd SW,Lakewood,WA,98498,888-758-4389,ChargePoint Network,155125,2020-04-01,J1772,public
ELEC,Office Park,2404 Heritage Court SW,Olympia,WA,98502,888-998-2546,Blink Network,155129,2020-04-02,J1772,public
ELEC,Dew Drop Inn - Tesla Supercharger,100 Fern Hill Road,Forks,WA,98331,877-798-3752,Tesla,155169,2020-04-03,TESLA,public
ELEC,Port of Seattle - Shilshole Bay Marina South Lot,7001 Seaview Avenue Northwest,Seattle,WA,98117,800-663-5633,SemaCharge Network,155173,2020-04-04,J1772,public
ELEC,NWHD CHARGING DCFAST HOG,8000 Freedom Ln NE,Lacey,WA,98516,888-758-4389,ChargePoint Network,155264,2020-04-09,J1772COMBO,public
ELEC,BOA 5-119 Kent  WA,311 4th. Ave. N. Kent  Washington 98032,Kent,WA,98032,833-632-2778,Electrify America,155325,2020-04-11,CHADEMO J1772 J1772COMBO,public
ELEC,Rivertom (Copper Basin Construction),1601 E Mission Ave,Spokane,WA,99202,866-816-7584,EV Connect,155329,2020-04-10,J1772,public
ELEC,531611 : Amazon Phase VI - Bigness,515 Westlake Avenue North,Seattle,WA,98109,800-663-5633,SemaCharge Network,155333,2020-04-14,J1772,public
ELEC,Bigness,515 Westlake Avenue North,Seattle,WA,98109,800-663-5633,SemaCharge Network,155334,2020-04-14,J1772,public
ELEC,531618 : Sidneysea LLC | Brazil,400 9th Avenue North,Seattle,WA,98109,800-663-5633,SemaCharge Network,155335,2020-04-14,J1772,public
ELEC,Sidneysea LLC | Brazil,400 9th Avenue North,Seattle,WA,98109,800-663-5633,SemaCharge Network,155336,2020-04-14,J1772,public
ELEC,531619 : Apollo Eight LLC,325 9th Avenue,Seattle,WA,98104,800-663-5633,SemaCharge Network,155337,2020-04-14,J1772,public
ELEC,Apollo Eight LLC,325 9th Avenue,Seattle,WA,98104,800-663-5633,SemaCharge Network,155338,2020-04-14,J1772,public
ELEC,STCU Airway Heights,10811 US-2,Airway Heights,WA,99001,866-816-7584,EV Connect,155375,2020-04-10,J1772,public
ELEC,Sunwest Automotive Engine Inc,210 S Broad St,Medical Lake,WA,99022,866-816-7584,EV Connect,155376,2020-04-10,J1772,public
ELEC,PA PA CHARGER,2125 1st Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,155465,2020-04-21,J1772,public
ELEC,BELLEVUE X-ROADS CC,16000 NE 10th St,Bellevue,WA,98008,888-758-4389,ChargePoint Network,155534,2020-04-23,J1772,public
ELEC,BELLEVUE X-ROADS PARK 1,999 164th Ave NE,Bellevue,WA,98008,888-758-4389,ChargePoint Network,155535,2020-04-23,J1772,public
ELEC,FRED MEYER - #683 Grand Central,2500 Columbia House Blvd,Vancouver,WA,98661,888-998-2546,Blink Network,155995,2020-05-01,CHADEMO J1772,public
ELEC,HUDSON NRTHVIEW STATION 3,20800 44th Ave W,Lynnwood,WA,98036,888-758-4389,ChargePoint Network,156212,2020-05-12,J1772,public
ELEC,HUDSON NRTHVIEW STATION 1,20816 44th Ave W,Lynnwood,WA,98036,888-758-4389,ChargePoint Network,156213,2020-05-12,J1772,public
ELEC,Prosser,40 Merlot Drive,Prosser,WA,99350,855-900-7584,Greenlots,156215,2020-05-12,CHADEMO J1772COMBO,public
ELEC,EN Moses Lake,312 W Third Ave.,Moses Lake,WA,98837,855-900-7584,Greenlots,156236,2020-05-13,CHADEMO J1772COMBO,public
ELEC,Metpark North Garage,1220 Howell Street,Seattle,WA,98101,800-663-5633,SemaCharge Network,156472,2020-05-21,J1772,public
ELEC,Best Western - Wesley Inn & Suites,6575 Kimball Dr,Gig Harbor,WA,98335,253-858-9690,Non-Networked,158634,2020-06-05,J1772,public
ELEC,Kitsap Transit - Harborside Parking Garage,100 Washinton Ave,Bremerton,WA,98337,360-377-2877,Non-Networked,158635,2020-06-05,J1772,public
ELEC,Anacortes Public Parking,559 Q Ave,Anacortes,WA,98221,360-293-1900,Non-Networked,158636,2020-06-05,J1772,public
ELEC,Panera Bread - Tesla Supercharger,207 Three Rivers Drive,Kelso,WA,98626,877-798-3752,Tesla,158651,2020-06-11,TESLA,public
ELEC,ATRIUM GARAGE ATRIUM GARAGE,110 110th Ave NE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,162808,2020-06-12,J1772,public
ELEC,OBC ONE BELLEVUE,411 108th Ave NE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,162809,2020-06-12,J1772,public
ELEC,BELLEFIELD MADRONA 1,1300 114th Ave SE,Bellevue,WA,98004,888-758-4389,ChargePoint Network,162810,2020-06-12,J1772,public
ELEC,STATION STATION 2,2010 5th Ave,Seattle,WA,98121,888-758-4389,ChargePoint Network,162812,2020-06-12,J1772,public
ELEC,SWD STATION  1 NORTH CITY #1,1519 NE 177th St,Shoreline,WA,98155,888-758-4389,ChargePoint Network,162814,2020-06-12,J1772,public
ELEC,SAFEWAY STORE 3006 01,1355 Highlands Dr NE,Issaquah,WA,98029,888-758-4389,ChargePoint Network,162815,2020-06-12,J1772,public
ELEC,202 WESTLAKE P1 STATION 01,200 Westlake Ave N,Seattle,WA,98109,888-758-4389,ChargePoint Network,162817,2020-06-12,J1772,public
ELEC,UPTOWN UPTOWN #2,4709 Point Fosdick Dr NW,Gig Harbor,WA,98335,888-758-4389,ChargePoint Network,162818,2020-06-12,J1772,public
ELEC,TACOMA PARKS ZOO CHARGER #1,Five Mile Dr,Tacoma,WA,98407,888-758-4389,ChargePoint Network,162822,2020-06-12,J1772 NEMA515,public
ELEC,KING COUNTY DOT GOAT HILL #5,415 Sixth Ave  Seattle,Seattle,WA,98104,888-758-4389,ChargePoint Network,162824,2020-06-12,J1772,public
ELEC,KING COUNTY DOT GOAT HILL #4,415 6th Ave S,Seattle,WA,98104,888-758-4389,ChargePoint Network,162825,2020-06-12,J1772,public
ELEC,CARCHARGING HARBR STEPS ERM,1200 Western Ave,Seattle,WA,98101,888-758-4389,ChargePoint Network,162829,2020-06-12,J1772,public
ELEC,HARBOR PLAZA HARBOR PLAZA 1,4928 Point Fosdick Dr NW,Gig Harbor,WA,98335,888-758-4389,ChargePoint Network,162831,2020-06-12,J1772,public
ELEC,THE NOBLE THE NOBLE #1,4301 Stone Way N (Garage gate closes from 7PM,Seattle,WA,98103,888-758-4389,ChargePoint Network,162832,2020-06-12,J1772,public
ELEC,ISSAQUAH CITY HALL NW #1,1775 12th Ave NW,Issaquah,WA,98027,888-758-4389,ChargePoint Network,162833,2020-06-12,J1772,public
ELEC,SWWA JATC TRAINING CTR #1,3001 S 36th St,Tacoma,WA,98409,888-758-4389,ChargePoint Network,162836,2020-06-12,J1772 NEMA515,public
ELEC,MADISON MARQUET STATION 6,600 Pine St,Seattle,WA,98101,888-758-4389,ChargePoint Network,162838,2020-06-12,J1772,public
ELEC,NW WA JATC CARPORT #1,306 Anderson Rd,Mt Vernon,WA,98273,888-758-4389,ChargePoint Network,162841,2020-06-12,J1772 NEMA515,public
ELEC,ISSAQUAH ZHOME #1,970 NE High St,Issaquah,WA,98029,888-758-4389,ChargePoint Network,162842,2020-06-12,J1772 NEMA515,public
ELEC,Cafaro VANCOUVER PLAZA (Vancouver  WA),7809 NE Vancouver Plaza Dr,Vancouver,WA,98663,833-632-2778,Electrify America,163338,2020-06-13,CHADEMO J1772COMBO,public
ELEC,MOTORPOOL VISITOR CTR 2,103 Sid Snyder Ave SW,Olympia,WA,98501,888-758-4389,ChargePoint Network,163519,2020-06-20,J1772,public
ELEC,City of Colville,202 N Main,Colville,WA,99114,855-900-7584,Greenlots,163521,2020-06-20,J1772,public
ELEC,Best Western Plus Renton Inn,1850 Maple Valley Highway,Renton,WA,98057,888-998-2546,Blink Network,163536,2020-06-23,J1772,public
ELEC,City Hall,625 S College Ave,College Place,WA,99324,800-663-5633,SemaCharge Network,163537,2020-06-23,J1772,public
ELEC,MOTORPOOL PRO ARTS 1,208 11th Ave SE,Olympia,WA,98501,888-758-4389,ChargePoint Network,163684,2020-06-28,J1772,public
ELEC,CIBO POINT WHITE DR,4569 Point White Dr. NE,Bainbridge Island,WA,98110,888-758-4389,ChargePoint Network,163737,2020-07-01,J1772,public
ELEC,Bremerton Department of Children  Youth  and Families,4210 Wheaton Way,Bremerton,WA,98335,866-816-7584,EV Connect,163967,2020-06-26,J1772,public
ELEC,Circle K,11714 NE 72nd Ave,Vancouver,WA,98686,866-816-7584,EV Connect,163971,2020-06-26,J1772,public
ELEC,Mead Chevron,3812 E Highland Rd,Mead,WA,99021,866-816-7584,EV Connect,163972,2020-06-26,J1772,public
ELEC,Washington Trust Bank,3103 S Grand Blvd,Spokane,WA,99203,866-816-7584,EV Connect,163973,2020-06-26,J1772,public
ELEC,WSU-Riverpoint,412 E Spokane Falls Blvd,Spokane,WA,99202,866-816-7584,EV Connect,163974,2020-06-26,J1772,public
ELEC,Dry Gulch Trailhead,Dry Gulch Rd,Wenatchee,WA,98801,509-667-9708,Non-Networked,163989,2020-07-02,J1772,public
ELEC,Wenatchee Convention Center,121 N Wenatchee Ave,Wenatchee,WA,98801,509-662-4411,Non-Networked,163990,2020-07-02,J1772,public
ELEC,Confluence Health - Stanley Building,730 N Emerson Ave,Wenatchee,WA,98801,509-663-8711,Non-Networked,163991,2020-07-02,J1772,public
ELEC,Confluence Health - Mares Building,820 N Chelan Ave,Wenatchee,WA,98801,509-663-8711,Non-Networked,163992,2020-07-02,J1772,public
ELEC,Confluence Health - Central Washington Hospital,933 Red Apple Rd,Wenatchee,WA,98801,509-663-8711,Non-Networked,163993,2020-07-02,J1772,public
ELEC,Confluence Health - Central Washington Hospital Parking Garage,1201 S Miller St,Wenatchee,WA,98801,509-663-8711,Non-Networked,163994,2020-07-02,J1772,public
ELEC,BROADWAY BLDG STATION 1,1641 Nagle Pl,Seattle,WA,98122,888-758-4389,ChargePoint Network,164082,2020-07-09,J1772,public
ELEC,CAPRIO CELLARS STATION 1,1615 Whiteley Rd,Walla Walla,WA,99362,888-758-4389,ChargePoint Network,164160,2020-07-11,J1772,public
ELEC,Cafaro TARGET PLACE PLAZA (OLYMPIA  WA),2925 Harrison Ave NW,Olympia,WA,98502,833-632-2778,Electrify America,164163,2020-07-11,CHADEMO J1772COMBO,public
ELEC,Village at Beardslee Crossing - Tesla Supercharger,19128 112th Avenue NE,Bothell,WA,98011,877-798-3752,Tesla,164168,2020-07-10,TESLA,public
ELEC,Providence St. Mary Medical Center - Walla Walla,401 W Poplar St,Walla Walla,WA,99362,509-897-3320,Non-Networked,164193,2020-07-10,J1772,public
ELEC,KOZ WEAVER WEAVER RD RIGHT,1925 Weaver Rd,Snohomish,WA,98290,888-758-4389,ChargePoint Network,164277,2020-07-16,J1772,public
ELEC,BLAINE STATION 1,639-699 Peace Portal Dr,Blaine,WA,98230,888-758-4389,ChargePoint Network,164278,2020-07-16,J1772,public
ELEC,600NINTH 600NINTH,600 9th Ave,Seattle,WA,98104,888-758-4389,ChargePoint Network,164339,2020-07-17,J1772,public
ELEC,GARAGE SOUTH LOT,1100 Railroad Ave,Bellingham,WA,98225,888-758-4389,ChargePoint Network,164392,2020-07-21,J1772,public
ELEC,P-3000 Garage at Carillon Point,3000 Carillon Point,Kirkland,WA,98033,888-998-2546,Blink Network,164476,2020-07-24,J1772,public
ELEC,P-2000 Garage at Carillon Point,2000 Carillon Point,Kirkland,WA,98033,888-998-2546,Blink Network,164477,2020-07-24,J1772,public
ELEC,P-5000 Garage at Carillon Point,5000 Carillon Point,Kirkland,WA,98033,888-998-2546,Blink Network,164478,2020-07-24,J1772,public
ELEC,P-4000 Garage at Carillon Point,4000 Carillon Point,Kirkland,WA,98033,888-998-2546,Blink Network,164479,2020-07-24,J1772,public
ELEC,CI&S COUNTRY INN #1,3100 S 192nd St,SeaTac,WA,98188,888-758-4389,ChargePoint Network,164536,2020-07-25,J1772,public
ELEC,University of Washington - Husky Stadium,3800 Montlake Blvd NE,Seattle,WA,98195,206-221-3701,Non-Networked,164565,2020-07-24,J1772,public
ELEC,University of Washington - Parking Area S1,3500 Columbia Rd,Seattle,WA,98195,206-221-3701,Non-Networked,164566,2020-07-24,J1772,public
ELEC,University of Washington - Portage Bay Garage,3740 Brooklyn Ave NE,Seattle,WA,98105,206-221-3701,Non-Networked,164567,2020-07-24,J1772,public
ELEC,University of Washington - Central Plaza Garage,4100 15th Ave NE,Seattle,WA,98105,206-221-3701,Non-Networked,164568,2020-07-24,J1772,public
ELEC,University of Washington - Parking Area N2,4224 Memorial Way NE,Seattle,WA,98105,206-221-3701,Non-Networked,164569,2020-07-24,J1772,public
ELEC,University of Washington - Parking Area N5,4324 Memorial Way NE,Seattle,WA,98105,206-221-3701,Non-Networked,164570,2020-07-24,J1772,public
ELEC,University of Washington - Parking Area W46,4317 12th Ave NE,Seattle,WA,98105,206-221-3701,Non-Networked,164571,2020-07-24,J1772,public
ELEC,Gold Parking Lot,110 9th Ave SW,Puyallup,WA,98371,888-998-2546,Blink Network,164721,2020-08-01,J1772,public
ELEC,Red Parking Lot,110 9th Ave SW,Puyallup,WA,98371,888-998-2546,Blink Network,164722,2020-08-01,J1772,public
ELEC,InterCityTransit,2548 Hogum Bay Rd NE,Olympia,WA,98516,888-998-2546,Blink Network,164740,2020-08-01,J1772,public
ELEC,VBG Seattle,901 Fifth Ave  Suite 2310,Seattle,WA,98164,888-998-2546,Blink Network,164762,2020-08-01,J1772,public
ELEC,MasterPark/Lot B,2907 South 170th Street,SeaTac,WA,98188,888-998-2546,Blink Network,164766,2020-08-01,J1772,public
ELEC,Columbia Tech Center -  Nautilus EE use only,17711 SE 6th Way,Vancouver,WA,98683,888-998-2546,Blink Network,164769,2020-08-01,J1772,private
ELEC,WAC Parking,1409 6th Ave,Seattle,WA,98101,888-998-2546,Blink Network,164782,2020-08-01,J1772,public
ELEC,Walgreens - Shoreline  WA #3788,14510 Aurora Ave N,Shoreline,WA,98133,800-663-5633,SemaCharge Network,165056,2020-08-07,J1772,public
ELEC,Ballard Flats,2401 Northwest 63rd Street,Seattle,WA,98107,800-663-5633,SemaCharge Network,165077,2020-08-08,J1772,public
ELEC,CITY OF ZILLAH P&R NORTH,113 1st Ave,Zillah,WA,98953,888-758-4389,ChargePoint Network,165113,2020-08-11,J1772,public
ELEC,Spokane City Credit Union,1930 N Monroe St,Spokane,WA,99205,509-325-7228,Non-Networked,165136,2020-07-31,J1772,public
ELEC,BELLEVUECOLLEGE BC SSC U BLDG2,3000 Landerholm Cir SE,Bellevue,WA,98007,888-758-4389,ChargePoint Network,165178,2020-08-12,J1772,public
ELEC,BELLEVUECOLLEGE BC SSC U BLDG1,3000 Landerholm Cir SE Bellevue,Bellevue,WA,98007,888-758-4389,ChargePoint Network,165179,2020-08-12,J1772,public
ELEC,KGIP BELL SOUTH STATION 6,316 116th Ave NE,Bellevue,WA,98114,888-758-4389,ChargePoint Network,165275,2020-08-15,J1772,public
ELEC,KGIP BELL SOUTH STATION 1,376 116th Ave NE,Bellevue,WA,98114,888-758-4389,ChargePoint Network,165276,2020-08-15,J1772,public
ELEC,KING COUNTY DOT KC AIRPORT 2,7259 King County Airport Access Rd,Seattle,WA,98108,888-758-4389,ChargePoint Network,165290,2020-08-18,J1772,public
ELEC,Pinecroft Rivers Edge,12939 E Pinecroft way,Spokane,WA,99216,855-900-7584,Greenlots,165291,2020-08-18,J1772,public
ELEC,Spirit Wood Manor,1424 148th Ave SE,Bellevue,WA,98007,888-998-2546,Blink Network,165323,2020-08-20,J1772,public
ELEC,KCHA - The Village at Overlake,2580 152nd Avenue NE,Redmond,WA,98052,888-998-2546,Blink Network,165324,2020-08-20,J1772,public
ELEC,KING COUNTY DOT KC FAUNTLEROY3,4829 SW Barton St,Seattle,WA,98136,888-758-4389,ChargePoint Network,165338,2020-08-20,J1772,public
ELEC,KING COUNTY DOT KC FAUNTLEROY2,4829 SW Barton St,Seattle,WA,98136,888-758-4389,ChargePoint Network,165339,2020-08-20,J1772,public
ELEC,The Corydon,5101 25th Ave NE ,Seattle,WA,98105,800-663-5633,SemaCharge Network,165414,2020-08-25,J1772,public
ELEC,KING COUNTY DOT TUKWILA 2,7301 Longacres Way,Tukwila,WA,98188,888-758-4389,ChargePoint Network,165509,2020-08-26,J1772,public
ELEC,KING COUNTY DOT SK P&R 4,10610 NE 38th PL,Kirkland,WA,98033,888-758-4389,ChargePoint Network,165563,2020-08-27,J1772,public
ELEC,KING COUNTY DOT SK P&R 1,10610 NE 38th PL,Kirkland,WA,98033,888-758-4389,ChargePoint Network,165564,2020-08-27,J1772,public
ELEC,Kitsap Transit Restil Road,1430 Retsil Rd SE,Port Orchard,WA,98366,855-885-9571,OpConnect,165596,2020-08-27,J1772,public
ELEC,Walmart 5195 - Everett  WA,11400 Hwy. 99,Everett,WA,98204,833-632-2778,Electrify America,165647,2020-08-28,CHADEMO J1772 J1772COMBO,public
ELEC,Providence Medical Group,546 N Jefferson St,Spokane,WA,99201,866-816-7584,EV Connect,165747,2020-08-24,J1772,public
ELEC,Icicle Village Resort - Tesla Destination,505 Hwy 2,Leavenworth,WA,98826,877-798-3752  877-798-3752,Tesla Destination,165748,2020-08-24,TESLA,public
ELEC,Icicle Village Resort,505 Highway 2,Leavenworth,WA,98826,800-961-0162,Non-Networked,165749,2020-08-24,J1772,public
ELEC,Holiday Inn Express Ellensburg,1620 Canyon Rd,Ellensburg,WA,98926,509-962-9400,Non-Networked,165762,2020-08-24,J1772,public
ELEC,Confluence Health | Ephrata Clinic,314 Basin St SW,Ephrata,WA,98823,509-754-7186,Non-Networked,165763,2020-08-24,J1772,public
ELEC,Highway 2 Brew Espresso,215 N Chelan Ave,Waterville,WA,98858,509-745-8406,Non-Networked,165764,2020-08-24,J1772,public
ELEC,Obertal Inn,922 Commercial St,Leavenworth,WA,98826,509-548-5204,Non-Networked,165765,2020-08-24,J1772,public
ELEC,Wilkommen Park & Ride,116 River Bend Dr,Leavenworth,WA,98826,509-548-5807,Non-Networked,165766,2020-08-24,J1772,public
ELEC,Hampton Inn & Suites Leavenworth,301 Ward Strasse,Leavenworth,WA,98826,509-470-9798,Non-Networked,165767,2020-08-24,J1772,public
ELEC,Broadway Apartments - 1st Floor,3214 Broadway,Everett,WA,98201,888-998-2546,Blink Network,165841,2020-09-03,J1772,private
ELEC,Broadway Apartments - 2nd Floor,3214 Broadway,Everett,WA,98201,888-998-2546,Blink Network,166189,2020-09-04,J1772,private
ELEC,La Quinta Burlington,1670 S. Burlington Blvd,Burlington,WA,98233,800-663-5633,SemaCharge Network,166190,2020-09-04,J1772,public
ELEC,KING COUNTY DOT ISSAQUAH P&R 6,1755 Highlands Dr NE,Issaquah,WA,98029,888-758-4389,ChargePoint Network,166205,2020-09-04,J1772,public
ELEC,KING COUNTY DOT ISSAQUAH P&R 5,1755 Highlands Dr NE,Issaquah,WA,98029,888-758-4389,ChargePoint Network,166206,2020-09-04,J1772,public
ELEC,Madison Miller,2113 E Olive St,Seattle,WA,98122,855-900-7584,Greenlots,166231,2020-09-06,CHADEMO J1772COMBO,public
ELEC,The Outlet Collection Seattle - Regal Cinema,1101 Outlet Collection Way,Auburn,WA,98001,888-264-2208,Volta,166714,2020-08-31,J1772,public
ELEC,The Outlet Collection Seattle,1101 Outlet Collection Way,Auburn,WA,98001,888-264-2208,Volta,166715,2020-08-31,J1772,public
ELEC,Safeway 20830 108th SE,20830 108th SE,Kent,WA,98031,888-264-2208,Volta,166716,2020-08-31,J1772,public
ELEC,Safeway 21401 Pacific Hwy S,21401 Pacific Hwy S,Des Moines,WA,98198,888-264-2208,Volta,166717,2020-08-31,J1772,public
ELEC,Safeway 4011 S 164th,4011 S 164th St,Seattle,WA,98188,888-264-2208,Volta,166718,2020-08-31,J1772,public
ELEC,Hilton Garden Inn Redmond,16630 Redmond Way,Redmond,WA,98052,800-663-5633,SemaCharge Network,166913,2020-09-18,J1772,public
ELEC,INSIGNIA 953 150 151N,583 Battery St,Seattle,WA,98164,888-758-4389,ChargePoint Network,166923,2020-09-18,J1772,public
ELEC,INSIGNIA 953 144 145N,583 Battery St,Seattle,WA,98104,888-758-4389,ChargePoint Network,166924,2020-09-18,J1772,public
ELEC,Lacey,676 Woodland Square Loop SE,Lacey,WA,98509,855-900-7584,Greenlots,166926,2020-09-18,CHADEMO J1772 J1772COMBO,public
ELEC,Tellus on Dexter Apartments,403 Dexter Ave N.,Seattle,WA,98109,888-998-2546,Blink Network,167221,2020-10-02,J1772,public
