VIN,County,City,State,PostalCode,ModelYear,Make,Model,ElectricVehicleType,CleanAlternativeFuelVehicle_Eligibility,ElectricRange,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Vehicle_Location,Electric_Utility,2020_CensusTract
1N4AZ0CP0F,King,Seattle,WA,98133,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,32,163783147,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402
1FADP5FU6H,Kitsap,Bainbridge Island,WA,98110,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,23,178375963,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090901
5YJ3E1EA7J,Kitsap,Bainbridge Island,WA,98110,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,23,347915809,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090700
5YJSA1E29H,King,Lake Forest Park,WA,98155,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,46,3535276,POINT (-122.301507 47.761784),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021300
5YJ3E1EB7J,Kitsap,Gig Harbor,WA,98329,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,26,475438554,POINT (-122.6657985 47.383359),PUGET SOUND ENERGY INC,53035092902
1C4JJXP6XM,King,Seattle,WA,98112,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,43,172205666,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
WBY7Z4C50J,Kitsap,Port Orchard,WA,98367,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,26,262880446,POINT (-122.6530052 47.4739066),PUGET SOUND ENERGY INC,53035092802
5YJXCBE24H,King,Kirkland,WA,98034,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,1,243653021,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
1C4JJXR68M,Yakima,Yakima,WA,98903,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,14,171555611,POINT (-120.5807155 46.5654909),PACIFICORP,53077002803
WVWKP7AU3G,King,Seattle,WA,98125,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,46,148783617,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
5YJXCDE25H,Snohomish,Monroe,WA,98272,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,39,280072110,POINT (-121.968385 47.854897),PUGET SOUND ENERGY INC,53061053802
5YJ3E1EB2L,Skagit,Mount Vernon,WA,98273,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,40,3327243,POINT (-122.3313378 48.4221418),PUGET SOUND ENERGY INC,53057952200
1N4AZ0CP6F,Thurston,Olympia,WA,98501,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,293290847,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
5YJYGDEE6L,Thurston,Olympia,WA,98501,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,22,125856783,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010700
5YJ3E1EB1J,Yakima,Yakima,WA,98908,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,14,197041197,POINT (-120.611068 46.596645),PACIFICORP,53077000903
1G1FZ6S08L,Thurston,Olympia,WA,98502,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,35,153949050,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067011902
JN1AZ0CP9B,Thurston,Olympia,WA,98502,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,35,340067311,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067011902
5YJSA1H11E,Kitsap,Kingston,WA,98346,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,23,108953246,POINT (-122.5178351 47.7981436),PUGET SOUND ENERGY INC,53035090102
5YJ3E1EB5J,King,Seattle,WA,98125,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,46,208556400,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102
YV4BR00L2N,Kitsap,Silverdale,WA,98383,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,23,256044372,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035091206
5YJXCBE23L,King,Redmond,WA,98052,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,48,6150126,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902
WA1VAAGE7K,King,Seattle,WA,98112,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,43,7855501,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
JM3KKDHA8R,King,Kent,WA,98031,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,11,259184488,POINT (-122.201564 47.402358),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306
5YJ3E1EA7J,King,Duvall,WA,98019,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,185838439,POINT (-121.956372 47.735604),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402
JN1AZ0CP9C,King,Seattle,WA,98177,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,36,162835032,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
5YJ3E1EA7K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,478472879,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051938
5YJXCBE21L,Thurston,Lacey,WA,98516,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,22,128865670,POINT (-122.78083 47.083975),PUGET SOUND ENERGY INC,53067012226
5YJ3E1EA0J,King,Seattle,WA,98125,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,46,136280980,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100
KNDCM3LD6K,Thurston,Tumwater,WA,98512,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,22,7838897,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
KM8JBDD23R,Thurston,Olympia,WA,98502,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,22,261210449,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067010600
YV4H600N6P,Thurston,Olympia,WA,98501,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,35,230942778,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
5YJ3E1EA2K,King,Sammamish,WA,98074,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,45,477786872,POINT (-122.0430602 47.6259676),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225
1N4AZ1CPXK,King,Sammamish,WA,98074,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,45,475765860,POINT (-122.0430602 47.6259676),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225
5YJSA1DP5D,King,Seattle,WA,98122,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,37,186114624,POINT (-122.3128637 47.6104992),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
WBY8P4C51K,King,Seattle,WA,98199,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,36,245022284,POINT (-122.394937 47.649547),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
WBY8P4C5XK,King,Seattle,WA,98107,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,0,36,256240610,POINT (-122.3788863 47.6702397),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202
YV4BR0CL1M,King,Bellevue,WA,98004,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,41,171171115,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807
5YJ3E1EC8L,King,Seattle,WA,98133,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,32,6296699,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402
1G1RA6E43C,Thurston,Olympia,WA,98501,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,35,158415498,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011821
WVWKP7AU8G,King,Burien,WA,98146,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,34,122409822,POINT (-122.3551826 47.5000521),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700
5YJYGDEFXL,Thurston,Lacey,WA,98503,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,22,227488313,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
3C3CFFGE8G,Thurston,Tumwater,WA,98512,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,325510545,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010920
5YJSA1E20L,King,Seattle,WA,98105,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,46,103634905,POINT (-122.304212 47.664294),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101
5UXKT0C34H,Snohomish,Mukilteo,WA,98275,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,21,133833192,POINT (-122.29943 47.912654),PUGET SOUND ENERGY INC,53061042006
1C4JJXR6XM,King,Bellevue,WA,98006,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,41,161624858,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001
5YJYGDEE6L,King,Issaquah,WA,98029,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,5,107870332,POINT (-122.0209893 47.5632565),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
5YJYGDEE6L,Snohomish,Mill Creek,WA,98012,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,44,112428550,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052008
1C4JJXP64P,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,237982433,POINT (-122.271716 47.452837),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
WBY8P2C52K,King,Seattle,WA,98118,2019,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153,0,37,172141770,POINT (-122.2753318 47.5411053),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010102
5YJ3E1EA9L,Thurston,Lacey,WA,98503,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,208467983,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
5UXKT0C51J,Kitsap,Silverdale,WA,98383,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,35,186964648,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035091400
5UXTS1C04L,Snohomish,Snohomish,WA,98296,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,44,106917219,POINT (-122.121841 47.841036),PUGET SOUND ENERGY INC,53061052121
KNDCC3LD4K,Kitsap,Bremerton,WA,98312,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,35,230220014,POINT (-122.6961203 47.5759584),PUGET SOUND ENERGY INC,53035091400
5YJ3E1EB1J,King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,48,268384350,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604
1G1FY6S07L,Yakima,Yakima,WA,98908,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,14,109652714,POINT (-120.611068 46.596645),PACIFICORP,53077000401
5YJSA1E25H,King,Bellevue,WA,98005,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,48,320821868,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601
KNDCC3LG6L,King,Kirkland,WA,98034,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,1,153979346,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
1N4BZ0CP8H,King,Issaquah,WA,98027,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,5,172691102,POINT (-122.0402383 47.5276876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032103
1G1FW6S00H,Thurston,Olympia,WA,98502,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,118265073,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067012001
5YJ3E1EB3K,King,Seattle,WA,98115,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,46,293486343,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200
1FADP5CU6F,Kitsap,Bremerton,WA,98311,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,4190413,POINT (-122.636245 47.62806),PUGET SOUND ENERGY INC,53035091800
5YJ3E1EB7K,King,Seatac,WA,98198,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,33,337132848,POINT (-122.3145447 47.3984346),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028300
1N4AZ0CP7D,King,Shoreline,WA,98133,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,32,240921446,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020600
JTDACACU5P,Whitman,Pullman,WA,99163,2023,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,9,256254512,POINT (-117.1770648 46.7329687),AVISTA CORP,53075000400
3FA6P0SU8L,Snohomish,Bothell,WA,98012,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,1,150125713,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052107
5YJYGDEE3L,King,Des Moines,WA,98198,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,33,124327038,POINT (-122.3145447 47.3984346),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029001
YV4BR0DM3M,King,Kirkland,WA,98034,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,1,258932656,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
WBY7Z6C51J,King,Seattle,WA,98118,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,37,187516346,POINT (-122.2753318 47.5411053),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033010200
2C4RC1L78H,Kitsap,Silverdale,WA,98383,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,23,345392470,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035090400
1G1RG6E4XD,Kitsap,Kingston,WA,98346,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,23,231919075,POINT (-122.5178351 47.7981436),PUGET SOUND ENERGY INC,53035090102
5YJSA1E25F,Island,Langley,WA,98260,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,10,118036026,POINT (-122.4401957 48.0192938),PUGET SOUND ENERGY INC,53029972000
5YJYGDEE7L,King,Bellevue,WA,98006,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,41,110798908,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901
5YJ3E1EA3L,Thurston,Tenino,WA,98589,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,20,108052220,POINT (-122.8527509 46.857663),PUGET SOUND ENERGY INC,53067012610
1G1RD6E49B,Kitsap,Silverdale,WA,98383,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,23,184891696,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035091201
WP0AB2Y11L,Yakima,Yakima,WA,98908,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203,0,14,265177636,POINT (-120.611068 46.596645),PACIFICORP,53077002804
5YJSA1E26L,Yakima,Toppenish,WA,98948,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,15,127274563,POINT (-120.322229 46.376127),PACIFICORP,53077940006
1FADP5CUXD,Kitsap,Port Orchard,WA,98366,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,26,253249678,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53035092600
1N4BZ1CP7L,King,Seattle,WA,98103,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,43,138601340,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005000
1G1FW6S03J,King,Seattle,WA,98177,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,36,227347053,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
5YJSA1E27H,King,Issaquah,WA,98029,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,5,245303901,POINT (-122.0209893 47.5632565),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
KMHE54L20H,Thurston,Lacey,WA,98503,2017,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,0,22,181030993,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011300
KNDCE3LG5K,Kitsap,Bremerton,WA,98311,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,23,275199676,POINT (-122.636245 47.62806),PUGET SOUND ENERGY INC,53035091600
5YJSA1E21G,Kitsap,Bainbridge Island,WA,98110,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,23,3262976,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090800
1G1FX6S04H,Snohomish,Everett,WA,98208,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,21,197106185,POINT (-122.2032349 47.8956271),PUGET SOUND ENERGY INC,53061041703
1N4AZ0CP5D,Thurston,Olympia,WA,98501,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,22,165577471,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010300
5YJ3E1EB1J,King,Burien,WA,98146,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,34,475951738,POINT (-122.3551826 47.5000521),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700
KNDCM3LD6J,King,Seattle,WA,98125,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,46,474826880,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601
KM8K23AG5L,King,Seattle,WA,98125,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,46,135277978,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700
JM3KKEHA0R,King,Kirkland,WA,98033,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,45,257465435,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
1C4JJXP65M,King,Snoqualmie,WA,98065,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,5,258804836,POINT (-121.8472211 47.5204834),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032603
1N4AZ0CP5G,Kitsap,Bremerton,WA,98312,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,35,107494789,POINT (-122.6961203 47.5759584),PUGET SOUND ENERGY INC,53035080600
5YJYGDEF8L,King,Seattle,WA,98107,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,36,112984833,POINT (-122.3788863 47.6702397),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004703
WA1F2AFY4N,King,Seattle,WA,98112,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,43,199214781,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
1N4AZ0CP2D,King,Seattle,WA,98115,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,43,183845609,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004401
1G1FX6S00J,King,Seattle,WA,98112,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,43,273154192,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
5YJSA1E29G,King,Bothell,WA,98011,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,1,350359796,POINT (-122.201408 47.754528),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001
5YJ3E1EB2J,King,Kirkland,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,227258111,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
